name,team,sport,stat,matchup,projection,line,edge,direction,reason,clean_name,augmented_projection,projection_delta,actual
C   Ali Sánchez,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting C   Ali Sánchez UNDER 8.0 SB. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Ali Sánchez,0.0,0.0,
C   Austin Wells,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: C   Austin Wells is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Austin Wells,0.0,0.0,
P   David Bednar,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,P   David Bednar shows UNDER value at 8.0 H. TC projection: 0.0 — edge: 8.00. Strong conviction based on usage rate and defensive matchup.,David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,R,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   David Bednar is projected for 0.0 R vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,RBI,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   David Bednar UNDER 8.0 RBI. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,HR,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,P   David Bednar shows UNDER value at 8.0 HR. TC projection: 0.0 — edge: 8.00. Strong conviction based on usage rate and defensive matchup.,David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,2B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   David Bednar is projected for 0.0 2B vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   David Bednar UNDER 8.0 3B. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,BB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   David Bednar is projected for 0.0 BB vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",David Bednar,0.0,0.0,
P   David Bednar,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   David Bednar is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",David Bednar,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Fernando Cruz UNDER 8.0 H. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,R,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Fernando Cruz UNDER 8.0 R. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,RBI,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Fernando Cruz UNDER 8.0 RBI. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,HR,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,P   Fernando Cruz shows UNDER value at 8.0 HR. TC projection: 0.0 — edge: 8.00. Strong conviction based on usage rate and defensive matchup.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,2B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Fernando Cruz UNDER 8.0 2B. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Fernando Cruz UNDER 8.0 3B. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,BB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,P   Fernando Cruz shows UNDER value at 8.0 BB. TC projection: 0.0 — edge: 8.00. Strong conviction based on usage rate and defensive matchup.,Fernando Cruz,0.0,0.0,
P   Fernando Cruz,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   Fernando Cruz is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Fernando Cruz,0.0,0.0,
RF  Jasson Domínguez,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: RF  Jasson Domínguez is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Jasson Domínguez,0.0,0.0,
SS  José Caballero,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: SS  José Caballero is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",José Caballero,0.0,0.0,
SS  Max Schuemann,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: SS  Max Schuemann is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Max Schuemann,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,H,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 H. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,R,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 R. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,RBI,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   Paul Blackburn is projected for 0.0 RBI vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,HR,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,"Strong +EV opportunity: P   Paul Blackburn is projected for 0.0 HR vs a line of 8.0, giving a UNDER edge of 8.00. Based on recent form, opponent matchup, and game context.",Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,2B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 2B. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 3B. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,BB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 BB. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
P   Paul Blackburn,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,Targeting P   Paul Blackburn UNDER 8.0 SB. Model projects 0.0 (8.00 edge). Recent trends and opponent weakness support this play.,Paul Blackburn,0.0,0.0,
3B  Ryan McMahon,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.0,8.0,-8.0,UNDER,3B  Ryan McMahon shows UNDER value at 8.0 3B. TC projection: 0.0 — edge: 8.00. Strong conviction based on usage rate and defensive matchup.,Ryan McMahon,0.0,0.0,
RF  Jo Adell,Los Angeles Angels,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,Targeting RF  Jo Adell UNDER 8.0 3B. Model projects 0.0 (7.99 edge). Recent trends and opponent weakness support this play.,Jo Adell,0.01,0.0,
DH  Jorge Soler,Los Angeles Angels,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,DH  Jorge Soler shows UNDER value at 8.0 3B. TC projection: 0.0 — edge: 7.99. Strong conviction based on usage rate and defensive matchup.,Jorge Soler,0.01,0.0,
1B  Nolan Schanuel,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,Targeting 1B  Nolan Schanuel UNDER 8.0 SB. Model projects 0.0 (7.99 edge). Recent trends and opponent weakness support this play.,Nolan Schanuel,0.01,0.0,
DH  Bryce Eldridge,San Francisco Giants,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,DH  Bryce Eldridge shows UNDER value at 8.0 SB. TC projection: 0.0 — edge: 7.99. Strong conviction based on usage rate and defensive matchup.,Bryce Eldridge,0.01,0.0,
LF  Casey Schmitt,San Francisco Giants,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,Targeting LF  Casey Schmitt UNDER 8.0 3B. Model projects 0.0 (7.99 edge). Recent trends and opponent weakness support this play.,Casey Schmitt,0.01,0.0,
1B  Rafael Devers,San Francisco Giants,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,"Strong +EV opportunity: 1B  Rafael Devers is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.99. Based on recent form, opponent matchup, and game context.",Rafael Devers,0.01,0.0,
SS  Willy Adames,San Francisco Giants,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.01,8.0,-7.99,UNDER,Targeting SS  Willy Adames UNDER 8.0 3B. Model projects 0.0 (7.99 edge). Recent trends and opponent weakness support this play.,Willy Adames,0.01,0.0,
3B  Amed Rosario,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.01,8.0,-7.99,UNDER,"Strong +EV opportunity: 3B  Amed Rosario is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.99. Based on recent form, opponent matchup, and game context.",Amed Rosario,0.01,0.0,
3B  Amed Rosario,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.01,8.0,-7.99,UNDER,"Strong +EV opportunity: 3B  Amed Rosario is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.99. Based on recent form, opponent matchup, and game context.",Amed Rosario,0.01,0.0,
C   Austin Wells,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.01,8.0,-7.99,UNDER,C   Austin Wells shows UNDER value at 8.0 SB. TC projection: 0.0 — edge: 7.99. Strong conviction based on usage rate and defensive matchup.,Austin Wells,0.01,0.0,
1B  Paul Goldschmidt,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.01,8.0,-7.99,UNDER,"Strong +EV opportunity: 1B  Paul Goldschmidt is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.99. Based on recent form, opponent matchup, and game context.",Paul Goldschmidt,0.01,0.0,
1B  Paul Goldschmidt,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.01,8.0,-7.99,UNDER,"Strong +EV opportunity: 1B  Paul Goldschmidt is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.99. Based on recent form, opponent matchup, and game context.",Paul Goldschmidt,0.01,0.0,
RF  Seiya Suzuki,Chicago Cubs,mlb,R,Chicago_Cubs_at_Pittsburgh_Pirates,0.52,8.5,-7.98,UNDER,Targeting RF  Seiya Suzuki UNDER 8.5 R. Model projects 0.5 (7.98 edge). Recent trends and opponent weakness support this play.,Seiya Suzuki,0.52,0.0,
RF  Seiya Suzuki,Chicago Cubs,mlb,RBI,Chicago_Cubs_at_Pittsburgh_Pirates,0.52,8.5,-7.98,UNDER,RF  Seiya Suzuki shows UNDER value at 8.5 RBI. TC projection: 0.5 — edge: 7.98. Strong conviction based on usage rate and defensive matchup.,Seiya Suzuki,0.52,0.0,
RF  Jo Adell,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: RF  Jo Adell is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Jo Adell,0.02,0.0,
2B  Oswald Peraza,Los Angeles Angels,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: 2B  Oswald Peraza is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Oswald Peraza,0.02,0.0,
C   Tyler Heineman,Los Angeles Angels,mlb,HR,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,Targeting C   Tyler Heineman UNDER 8.0 HR. Model projects 0.0 (7.98 edge). Recent trends and opponent weakness support this play.,Tyler Heineman,0.02,0.0,
C   Tyler Heineman,Los Angeles Angels,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,Targeting C   Tyler Heineman UNDER 8.0 3B. Model projects 0.0 (7.98 edge). Recent trends and opponent weakness support this play.,Tyler Heineman,0.02,0.0,
C   Tyler Heineman,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: C   Tyler Heineman is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Tyler Heineman,0.02,0.0,
SS  Zach Neto,Los Angeles Angels,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: SS  Zach Neto is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Zach Neto,0.02,0.0,
C   Daniel Susac,San Francisco Giants,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: C   Daniel Susac is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Daniel Susac,0.02,0.0,
CF  Drew Gilbert,San Francisco Giants,mlb,3B,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: CF  Drew Gilbert is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Drew Gilbert,0.02,0.0,
SS  Willy Adames,San Francisco Giants,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: SS  Willy Adames is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Willy Adames,0.02,0.0,
SS  Anthony Volpe,New York Yankees,mlb,HR,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,SS  Anthony Volpe shows UNDER value at 8.0 HR. TC projection: 0.0 — edge: 7.98. Strong conviction based on usage rate and defensive matchup.,Anthony Volpe,0.02,0.0,
SS  Anthony Volpe,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: SS  Anthony Volpe is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Anthony Volpe,0.02,0.0,
C   Austin Wells,New York Yankees,mlb,2B,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,Targeting C   Austin Wells UNDER 8.0 2B. Model projects 0.0 (7.98 edge). Recent trends and opponent weakness support this play.,Austin Wells,0.02,0.0,
1B  Ben Rice,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: 1B  Ben Rice is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Ben Rice,0.02,0.0,
LF  Cody Bellinger,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: LF  Cody Bellinger is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Cody Bellinger,0.02,0.0,
2B  Jazz Chisholm Jr.,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,"Strong +EV opportunity: 2B  Jazz Chisholm Jr. is projected for 0.0 3B vs a line of 8.0, giving a UNDER edge of 7.98. Based on recent form, opponent matchup, and game context.",Jazz Chisholm Jr.,0.02,0.0,
CF  Trent Grisham,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.02,8.0,-7.98,UNDER,Targeting CF  Trent Grisham UNDER 8.0 3B. Model projects 0.0 (7.98 edge). Recent trends and opponent weakness support this play.,Trent Grisham,0.02,0.0,
SS  Dansby Swanson,Chicago Cubs,mlb,R,Chicago_Cubs_at_Pittsburgh_Pirates,0.53,8.5,-7.97,UNDER,SS  Dansby Swanson shows UNDER value at 8.5 R. TC projection: 0.5 — edge: 7.97. Strong conviction based on usage rate and defensive matchup.,Dansby Swanson,0.53,0.0,
1B  Michael Busch,Chicago Cubs,mlb,BB,Chicago_Cubs_at_Pittsburgh_Pirates,0.53,8.5,-7.97,UNDER,1B  Michael Busch shows UNDER value at 8.5 BB. TC projection: 0.5 — edge: 7.97. Strong conviction based on usage rate and defensive matchup.,Michael Busch,0.53,0.0,
2B  Jake Cronenworth,San Diego Padres,mlb,H,San_Diego_Padres_at_Miami_Marlins,0.53,8.5,-7.97,UNDER,Targeting 2B  Jake Cronenworth UNDER 8.5 H. Model projects 0.5 (7.97 edge). Recent trends and opponent weakness support this play.,Jake Cronenworth,0.53,0.0,
CF  Jose Siri,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.03,8.0,-7.97,UNDER,"Strong +EV opportunity: CF  Jose Siri is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.97. Based on recent form, opponent matchup, and game context.",Jose Siri,0.03,0.0,
1B  Ben Rice,New York Yankees,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.03,8.0,-7.97,UNDER,Targeting 1B  Ben Rice UNDER 8.0 3B. Model projects 0.0 (7.97 edge). Recent trends and opponent weakness support this play.,Ben Rice,0.03,0.0,
3B  Ryan McMahon,New York Yankees,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.03,8.0,-7.97,UNDER,3B  Ryan McMahon shows UNDER value at 8.0 SB. TC projection: 0.0 — edge: 7.97. Strong conviction based on usage rate and defensive matchup.,Ryan McMahon,0.03,0.0,
3B  Denzer Guzman,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.03,8.0,-7.97,UNDER,3B  Denzer Guzman shows UNDER value at 8.0 SB. TC projection: 0.0 — edge: 7.97. Strong conviction based on usage rate and defensive matchup.,Denzer Guzman,0.03,0.0,
LF  Wade Meckler,Los Angeles Angels,mlb,HR,Los_Angeles_Angels_at_San_Francisco_Giants,0.03,8.0,-7.97,UNDER,LF  Wade Meckler shows UNDER value at 8.0 HR. TC projection: 0.0 — edge: 7.97. Strong conviction based on usage rate and defensive matchup.,Wade Meckler,0.03,0.0,
LF  Ian Happ,Chicago Cubs,mlb,R,Chicago_Cubs_at_Pittsburgh_Pirates,0.54,8.5,-7.96,UNDER,LF  Ian Happ shows UNDER value at 8.5 R. TC projection: 0.5 — edge: 7.96. Strong conviction based on usage rate and defensive matchup.,Ian Happ,0.54,0.0,
CF  Pete Crow-Armstrong,Chicago Cubs,mlb,R,Chicago_Cubs_at_Pittsburgh_Pirates,0.54,8.5,-7.96,UNDER,CF  Pete Crow-Armstrong shows UNDER value at 8.5 R. TC projection: 0.5 — edge: 7.96. Strong conviction based on usage rate and defensive matchup.,Pete Crow-Armstrong,0.54,0.0,
DH  Iván Herrera,St. Louis Cardinals,mlb,R,Cincinnati_Reds_at_St_Louis_Cardinals,0.54,8.5,-7.96,UNDER,"Strong +EV opportunity: DH  Iván Herrera is projected for 0.5 R vs a line of 8.5, giving a UNDER edge of 7.96. Based on recent form, opponent matchup, and game context.",Iván Herrera,0.54,0.0,
LF  Josh Lowe,Los Angeles Angels,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.04,8.0,-7.96,UNDER,"Strong +EV opportunity: LF  Josh Lowe is projected for 0.0 SB vs a line of 8.0, giving a UNDER edge of 7.96. Based on recent form, opponent matchup, and game context.",Josh Lowe,0.04,0.0,
C   Tyler Heineman,Los Angeles Angels,mlb,2B,Los_Angeles_Angels_at_San_Francisco_Giants,0.04,8.0,-7.96,UNDER,"Strong +EV opportunity: C   Tyler Heineman is projected for 0.0 2B vs a line of 8.0, giving a UNDER edge of 7.96. Based on recent form, opponent matchup, and game context.",Tyler Heineman,0.04,0.0,
C   Daniel Susac,San Francisco Giants,mlb,SB,Los_Angeles_Angels_at_San_Francisco_Giants,0.04,8.0,-7.96,UNDER,C   Daniel Susac shows UNDER value at 8.0 SB. TC projection: 0.0 — edge: 7.96. Strong conviction based on usage rate and defensive matchup.,Daniel Susac,0.04,0.0,
2B  Luis Arraez,San Francisco Giants,mlb,HR,Los_Angeles_Angels_at_San_Francisco_Giants,0.04,8.0,-7.96,UNDER,2B  Luis Arraez shows UNDER value at 8.0 HR. TC projection: 0.0 — edge: 7.96. Strong conviction based on usage rate and defensive matchup.,Luis Arraez,0.04,0.0,
